,name,label
0,data/data_scene_flow_multiview/testing/image_2/000074_11.png,1
1,data/data_scene_flow_multiview/testing/image_2/000189_11.png,1
2,data/data_scene_flow_multiview/testing/image_2/000099_11.png,1
3,data/data_scene_flow_multiview/testing/image_2/000041_11.png,1
4,data/data_scene_flow_multiview/testing/image_2/000021_11.png,1
5,data/data_scene_flow_multiview/testing/image_2/000110_11.png,1
6,data/data_scene_flow_multiview/testing/image_2/000075_11.png,1
7,data/data_scene_flow_multiview/testing/image_2/000090_11.png,1
8,data/data_scene_flow_multiview/testing/image_2/000116_11.png,1
9,data/data_scene_flow_multiview/testing/image_2/000098_11.png,1
10,data/data_scene_flow_multiview/testing/image_2/000138_11.png,1
11,data/data_scene_flow_multiview/testing/image_2/000015_11.png,1
12,data/data_scene_flow_multiview/testing/image_2/000137_11.png,1
13,data/data_scene_flow_multiview/testing/image_2/000009_11.png,1
14,data/data_scene_flow_multiview/testing/image_2/000073_11.png,1
15,data/data_scene_flow_multiview/testing/image_2/000062_11.png,1
16,data/data_scene_flow_multiview/testing/image_2/000051_11.png,1
17,data/data_scene_flow_multiview/testing/image_2/000115_11.png,1
18,data/data_scene_flow_multiview/testing/image_2/000080_11.png,1
19,data/data_scene_flow_multiview/testing/image_2/000023_11.png,1
20,data/data_scene_flow_multiview/testing/image_2/000030_11.png,1
21,data/data_scene_flow_multiview/testing/image_2/000048_11.png,1
22,data/data_scene_flow_multiview/testing/image_2/000123_11.png,1
23,data/data_scene_flow_multiview/testing/image_2/000058_11.png,1
24,data/data_scene_flow_multiview/testing/image_2/000045_11.png,1
25,data/data_scene_flow_multiview/testing/image_2/000155_11.png,1
26,data/data_scene_flow_multiview/testing/image_2/000191_11.png,1
27,data/data_scene_flow_multiview/testing/image_2/000055_11.png,1
28,data/data_scene_flow_multiview/testing/image_2/000024_11.png,1
29,data/data_scene_flow_multiview/testing/image_2/000152_11.png,1
30,data/data_scene_flow_multiview/testing/image_2/000101_11.png,1
31,data/data_scene_flow_multiview/testing/image_2/000076_11.png,1
32,data/data_scene_flow_multiview/testing/image_2/000144_11.png,1
33,data/data_scene_flow_multiview/testing/image_2/000068_11.png,1
34,data/data_scene_flow_multiview/testing/image_2/000065_11.png,1
35,data/data_scene_flow_multiview/testing/image_2/000006_11.png,1
36,data/data_scene_flow_multiview/testing/image_2/000059_11.png,1
37,data/data_scene_flow_multiview/testing/image_2/000176_11.png,1
38,data/data_scene_flow_multiview/testing/image_2/000145_11.png,1
39,data/data_scene_flow_multiview/testing/image_2/000157_11.png,1
40,data/data_scene_flow_multiview/testing/image_2/000064_11.png,1
41,data/data_scene_flow_multiview/testing/image_2/000182_11.png,1
42,data/data_scene_flow_multiview/testing/image_2/000070_11.png,1
43,data/data_scene_flow_multiview/testing/image_2/000018_11.png,1
44,data/data_scene_flow_multiview/testing/image_2/000087_11.png,1
45,data/data_scene_flow_multiview/testing/image_2/000047_11.png,1
46,data/data_scene_flow_multiview/testing/image_2/000151_11.png,1
47,data/data_scene_flow_multiview/testing/image_2/000159_11.png,1
48,data/data_scene_flow_multiview/testing/image_2/000132_11.png,1
49,data/data_scene_flow_multiview/testing/image_2/000164_11.png,1
50,data/data_scene_flow_multiview/testing/image_2/000141_11.png,1
51,data/data_scene_flow_multiview/testing/image_2/000078_11.png,1
52,data/data_scene_flow_multiview/testing/image_2/000028_11.png,1
53,data/data_scene_flow_multiview/testing/image_2/000136_11.png,1
54,data/data_scene_flow_multiview/testing/image_2/000188_11.png,1
55,data/data_scene_flow_multiview/testing/image_2/000105_11.png,1
56,data/data_scene_flow_multiview/testing/image_2/000195_11.png,1
57,data/data_scene_flow_multiview/testing/image_2/000178_11.png,1
58,data/data_scene_flow_multiview/testing/image_2/000166_11.png,1
59,data/data_scene_flow_multiview/testing/image_2/000171_11.png,1
60,data/data_scene_flow_multiview/testing/image_2/000034_11.png,1
61,data/data_scene_flow_multiview/testing/image_2/000053_11.png,1
62,data/data_scene_flow_multiview/testing/image_2/000000_11.png,1
63,data/data_scene_flow_multiview/testing/image_2/000148_11.png,1
64,data/data_scene_flow_multiview/testing/image_2/000180_11.png,1
65,data/data_scene_flow_multiview/testing/image_2/000165_11.png,1
66,data/data_scene_flow_multiview/testing/image_2/000146_11.png,1
67,data/data_scene_flow_multiview/testing/image_2/000003_11.png,1
68,data/data_scene_flow_multiview/testing/image_2/000038_11.png,1
69,data/data_scene_flow_multiview/testing/image_2/000169_11.png,1
70,data/data_scene_flow_multiview/testing/image_2/000031_11.png,1
71,data/data_scene_flow_multiview/testing/image_2/000112_11.png,1
72,data/data_scene_flow_multiview/testing/image_2/000094_11.png,1
73,data/data_scene_flow_multiview/testing/image_2/000111_11.png,1
74,data/data_scene_flow_multiview/testing/image_2/000001_11.png,1
75,data/data_scene_flow_multiview/testing/image_2/000104_11.png,1
